yyyymm (YearMonth),dfy_lag1,infl_lag1,svar_lag1,de_lag1,lty_lag1,tms_lag1,tbl_lag1,dfr_lag1,dp_lag1,dy_lag1,ltr_lag1,ep_lag1,b/m_lag1,ntis_lag1,CRSP_SPvw_minus_Rfree
195101,0.0053,0.012145748987854255,0.002489541,-0.658541651,0.0224,0.009,0.0134,0.0007,-2.630762576,-2.585664754,0.0016,-1.972220925,0.7225384419335655,0.031358255908732945,0.063805
195102,0.0051,0.016000000000000014,0.001704689,-0.646092109,0.0221,0.0087,0.0134,-0.0039,-2.678928522,-2.619486257,0.0058,-2.032836413,0.6835992444640919,0.030045078410990005,0.013545999999999999
195103,0.005,0.011811023622047223,0.000650644,-0.633770051,0.0228,0.0092,0.013600000000000001,0.003,-2.674227322,-2.667784594,-0.0074,-2.040457271,0.6748660979964293,0.031120052439322372,-0.018584
195104,0.0045,0.003891051,0.001227665,-0.621566377,0.0241,0.010100000000000001,0.013999999999999999,-0.008,-2.644680587,-2.663199635,-0.0157,-2.02311421,0.7813946002494668,0.032686771,0.047807999999999996
195105,0.0048,0,0.000848198,-0.599792592,0.0248,0.0101,0.0147,0.0054,-2.682957508,-2.635949081,-0.0063,-2.083164916,0.7494307876355497,0.032092479,-0.031179
195106,0.0051,0.003875969,0.00140742,-0.577919197,0.0254,0.0099,0.0155,0.0054,-2.632878503,-2.674295116,-0.0069,-2.054959306,0.7778890446625275,0.030675026858775437,-0.027048
195107,0.0055,0,0.001136773,-0.555946059,0.0259,0.0114,0.014499999999999999,-0.0031,-2.597930038,-2.624296914,-0.0062,-2.041983979,0.8003626772172766,0.036341120871883556,0.069635
195108,0.0059,0,0.001408208,-0.538455407,0.0252,0.0096,0.015600000000000001,0.0067,-2.672956726,-2.606511627,0.0138,-2.134501319,0.7531218490653843,0.032598596437350684,0.04892
195109,0.0062,0,0.00058178,-0.520347558,0.0246,0.0084,0.016200000000000003,0.0015,-2.720152782,-2.681619118,0.0099,-2.199805224,0.7185938945420907,0.030321199558032513,0.001668
195110,0.0062,0.007722008,0.000254769,-0.501572418,0.0253,0.009,0.0163,0.0023,-2.728024812,-2.728884288,-0.008,-2.226452394,0.7161823277769581,0.028799505871312598,-0.014921
195111,0.0061,0.003831418,0.001511076,-0.516654906,0.0254,0.01,0.0154,-0.0155,-2.738592551,-2.752445587,0.001,-2.221937646,0.7402325138174194,0.029144255170932446,0.010288
195112,0.006,0.007633588,0.001023982,-0.53224973,0.0264,0.010799999999999999,0.015600000000000001,0.0075,-2.760998803,-2.763617748,-0.0136,-2.228749073,0.7432923795307537,0.031620966490111084,0.040615
195201,0.006,0.003787879,0.000427036,-0.548408335,0.0269,0.0096,0.0173,0.0119,-2.824834577,-2.786673462,-0.0061,-2.276426242,0.7213163466181332,0.036150788,0.016267999999999998
195202,0.0061,0,0.000538421,-0.540571325,0.0268,0.011099999999999999,0.015700000000000002,0.0171,-2.837921594,-2.822475659,0.0028,-2.297350269,0.7174258376740921,0.035150698,-0.026441
195203,0.006,-0.00754717,0.000931601,-0.532698489,0.0269,0.0115,0.0154,-0.0099,-2.7984261,-2.835561168,0.0014,-2.265727611,0.7466933251307291,0.034871704612944115,0.051705
195204,0.0055,0,0.000631815,-0.524811866,0.0263,0.0104,0.0159,-0.0035,-2.842695996,-2.796078275,0.0111,-2.31788413,0.7518741186075856,0.032094137,-0.042623
195205,0.0057,0.003802281,0.000807835,-0.509426043,0.0254,0.0097,0.015700000000000002,-0.0175,-2.791636917,-2.835678423,0.0171,-2.282210874,0.7863990994837557,0.033231449,0.032397999999999996
195206,0.0056,0,0.000526453,-0.494018505,0.0257,0.009,0.0167,0.0064,-2.807560303,-2.784668248,-0.0033,-2.313541798,0.7705179888948048,0.032149121,0.046332
195207,0.0056,0.003787879,0.000325271,-0.478587373,0.0259,0.0089,0.017,0.0013,-2.845710987,-2.80063986,0.0003,-2.367123614,0.7387150878728214,0.027731270299789154,0.017629
195208,0.0055,0.00754717,0.000344882,-0.481433746,0.0261,0.008,0.0181,0.0036,-2.863185618,-2.845710987,-0.002,-2.381751872,0.7247102589783946,0.027922825,-0.007174
195209,0.0057,0,0.000289537,-0.48426779,0.0267,0.0084,0.0183,0.0133,-2.848511549,-2.863185618,-0.007,-2.364243759,0.7366201279813844,0.028042879,-0.019685
195210,0.0057,0,0.000441173,-0.487098063,0.0277,0.010599999999999998,0.0171,0.0112,-2.828740883,-2.848511549,-0.013,-2.34164282,0.748678911,0.031038055,-0.00108
195211,0.0053,0,0.001026218,-0.501966097,0.0269,0.0095,0.0174,-0.0109,-2.837161175,-2.837976504,0.0148,-2.335195079,0.7525164357612449,0.029927311762305727,0.060382
195212,0.0055,0,0.000459089,-0.516899892,0.0272,0.0087,0.018500000000000003,0.0123,-2.891934163,-2.846489914,-0.0015,-2.37503427,0.7142353521821898,0.026550152449692176,0.036615
195301,0.0054,0,0.000267717,-0.531879033,0.0279,0.007,0.0209,-0.0005,-2.936193055,-2.901343655,-0.0086,-2.404314022,0.6940733127783488,0.026534716358030466,-0.007807
195302,0.0049,-0.003745318,0.000400959,-0.536037043,0.0279,0.0083,0.0196,-0.0092,-2.929016443,-2.936193055,0.0012,-2.3929794,0.6991752079235256,0.025934035,-0.00894
195303,0.0046,-0.003759398,0.000490664,-0.540177836,0.0287,0.009,0.0197,0.0047,-2.910653264,-2.929016443,-0.0087,-2.370475429,0.7127027122102227,0.026515491011400716,-0.024088
195304,0.0045,0.003773585,0.000682652,-0.544301553,0.0294,0.0093,0.020099999999999996,0.0055,-2.886819356,-2.910653264,-0.0088,-2.342517803,0.7624968735484332,0.024013352761139525,-0.026908
195305,0.0042,0,0.001271595,-0.552858152,0.0303,0.0084,0.0219,-0.0143,-2.857610499,-2.884460439,-0.0105,-2.304752346,0.7767060964513194,0.026293154,0.005701
195306,0.0044,0.003759398,0.000593167,-0.561291354,0.0314,0.0098,0.0216,0.011800000000000001,-2.851995392,-2.855250074,-0.0148,-2.290704038,0.78375202,0.027225578994867577,-0.016066
195307,0.0046,0.003745318,0.001105692,-0.569625882,0.0301,0.009,0.021099999999999997,-0.0114,-2.833213344,-2.849647568,0.0223,-2.263587463,0.7954969059867293,0.027461899830267294,0.024814
195308,0.0058,0,0.000581015,-0.574922586,0.0301,0.0097,0.0204,0.0138,-2.858168617,-2.833213344,0.0039,-2.283246031,0.7749291887573535,0.026151870303874516,-0.051801
195309,0.0061,0.003731343,0.000681474,-0.580195326,0.0303,0.0099,0.0204,-0.0077,-2.79865449,-2.858168617,-0.0008,-2.218459164,0.8169359160860576,0.028087025,0.000587
195310,0.0059,0,0.001105643,-0.585436488,0.0284,0.010500000000000002,0.0179,-0.0046,-2.799940113,-2.79865449,0.0299,-2.214503625,0.8082108771398273,0.025876605890648562,0.049746
195311,0.0066,0.003717472,0.000572852,-0.573177753,0.0281,0.0143,0.0138,0.015300000000000001,-2.842629995,-2.79292254,0.0074,-2.269452242,0.77372104,0.024695232,0.022963
195312,0.0064,-0.003703704,0.000376498,-0.560936344,0.0286,0.0142,0.0144,-0.0024,-2.844586334,-2.835661326,-0.0049,-2.28364999,0.7584319579201763,0.025798002,0.000413
195401,0.0061,0,0.000417269,-0.548719197,0.0274,0.0114,0.016,-0.0034,-2.839683241,-2.837665891,0.0206,-2.290964045,0.7597009611961553,0.024822272294748638,0.052386
195402,0.0065,0,0.000498225,-0.549426449,0.0291,0.017300000000000003,0.0118,0.0035,-2.885015728,-2.835093789,0.0089,-2.335589279,0.7298471219945963,0.023383339552034088,0.012216000000000001
195403,0.0066,0,0.000340713,-0.550137537,0.0279,0.0182,0.0097,-0.0042,-2.88313453,-2.880454077,0.024,-2.332996993,0.7245195898689482,0.022562565320400834,0.029730000000000003
195404,0.0065,0,0.000356549,-0.550830958,0.0278,0.017499999999999998,0.0103,-0.0019,-2.90834977,-2.87858679,0.0058,-2.357518812,0.8049158182596949,0.022093476024517163,0.047458
195405,0.0062,-0.003717472,0.000730702,-0.56448612,0.0273,0.0176,0.0097,-0.0138,-2.960732717,-2.91289751,0.0104,-2.396246597,0.7650393010365454,0.020856233184872494,0.042277
195406,0.0059,0.003731343,0.000429853,-0.578076846,0.0279,0.020300000000000002,0.0076,0.0045,-2.997673176,-2.965294368,-0.0087,-2.41959633,0.7459769763962258,0.018492588,0.001867
195407,0.0059,0,0.000935429,-0.591610761,0.0272,0.0208,0.0064,-0.01,-3.00294756,-3.002262628,0.0163,-2.411336799,0.7324678439720566,0.018357419,0.058201
195408,0.0061,0,0.000613307,-0.588291494,0.0266,0.0194,0.0072,-0.0094,-3.053955716,-2.998358108,0.0134,-2.465664222,0.7021729133134054,0.017707472298425526,-0.026394
195409,0.0062,0,0.001144967,-0.585002224,0.0269,0.0177,0.0092,0.0054,-3.014799938,-3.049394065,-0.0036,-2.429797714,0.7275163787969029,0.017527531397013244,0.0816
195410,0.0058,-0.003717472,0.000691789,-0.581721445,0.0271,0.017,0.0101,0.005,-3.090114379,-3.010252198,-0.001,-2.508392934,0.6777451034788882,0.016884188602312594,-0.018567
195411,0.0059,0,0.000499174,-0.583564959,0.0271,0.0173,0.0098,0.0034,-3.054677041,-3.074368254,0.0006,-2.471112082,0.6937581643664452,0.017579611194469463,0.095174
195412,0.0056,0,0.001266826,-0.585338254,0.0274,0.018099999999999998,0.0093,0.005,-3.116877409,-3.039168425,-0.0025,-2.531539155,0.6316415440701193,0.014153219014120507,0.053488
195501,0.0055,-0.003731343,0.000882281,-0.587064904,0.0272,0.0157,0.0115,-0.0047,-3.151180812,-3.101612135,0.0064,-2.564115908,0.604119785,0.026992812470241084,0.017276
195502,0.0052,0,0.002517398,-0.605348466,0.0286,0.0164,0.012199999999999999,0.0144,-3.164763344,-3.146858996,-0.0241,-2.559414878,0.5975588875571755,0.026412209141496137,0.012626
195503,0.0054,0,0.000604031,-0.623160788,0.0292,0.0175,0.011699999999999999,0.0015,-3.164009284,-3.160466563,-0.0078,-2.540848496,0.5931483235001336,0.028044653,-0.003242
195504,0.0046,0,0.002482548,-0.640503447,0.0288,0.016,0.0128,0.0005,-3.154815822,-3.159724476,0.0087,-2.514312375,0.6077617769099342,0.027968342,0.038843
195505,0.0048,0,0.00062805,-0.667231029,0.029,0.0131,0.0159,-0.0002,-3.189714812,-3.152683481,0.0001,-2.522483783,0.5849876659227065,0.026509678885879365,0.005033
195506,0.0046,0,0.000745073,-0.693143989,0.0287,0.0142,0.014499999999999999,-0.0091,-3.186262582,-3.187580626,0.0073,-2.493118593,0.586075413,0.025418715,0.0803
195507,0.0046,0,0.000645744,-0.71830574,0.0293,0.0152,0.0141,0.010499999999999999,-3.263227887,-3.18413931,-0.0076,-2.544922147,0.5516416323275289,0.025363932271466653,0.056646
195508,0.0046,0.003745318,0.002082119,-0.730261731,0.03,0.013999999999999999,0.016,0.0061,-3.311583122,-3.252666026,-0.0102,-2.581321392,0.5345068154985511,0.024760441615846195,-0.002248
195509,0.0045,0,0.001120404,-0.741841409,0.0301,0.011099999999999999,0.019,-0.0042,-3.293294709,-3.301137886,0.0004,-2.5514533,0.5318467256183519,0.026671063,0.009686
195510,0.0046,0.003731343,0.005711081,-0.753045322,0.0298,0.0091,0.0207,0.0003,-3.294235218,-3.282951276,0.0073,-2.541189896,0.5336247910505336,0.025633980800136215,-0.032268
195511,0.0049,0,0.002679896,-0.766227988,0.0292,0.0069,0.0223,-0.0066,-3.259197285,-3.290126387,0.0144,-2.492969297,0.54740915,0.025100686602568437,0.086125
195512,0.0048,0,0.001929162,-0.779139669,0.0295,0.0071,0.022400000000000003,0.0015,-3.327311206,-3.25511139,-0.0045,-2.548171537,0.5152505897446509,0.026033703,-0.002109
195601,0.0047,-0.003717472,0.000474703,-0.791777784,0.0295,0.0041,0.0254,0.0026,-3.322576427,-3.32323584,0.0037,-2.530798643,0.5098280098280098,0.025244549861861313,-0.037257
195602,0.0049,0,0.001179984,-0.780074472,0.0292,0.0051,0.0241,0.0021,-3.267266708,-3.304449042,0.0083,-2.487192236,0.5289544122020648,0.026424477060710903,0.039497000000000004
195603,0.005,0,0.001100147,-0.768655642,0.0293,0.0061,0.0232,0.0028,-3.283561394,-3.249462083,-0.0002,-2.514905752,0.5148351080326683,0.024165344268914136,0.068828
195604,0.005,0,0.001008856,-0.75750505,0.0303,0.0078,0.0225,0.0003,-3.333029933,-3.266068237,-0.0149,-2.575524884,0.5310771996326619,0.026695068384052046,-0.002537
195605,0.0044,0.003731343,0.000814899,-0.73594631,0.0311,0.0051,0.026000000000000002,-0.0002,-3.317569668,-3.319634505,-0.0113,-2.581623358,0.5266217158800279,0.026213748735125615,-0.060714
195606,0.0045,0.003717472,0.001836429,-0.714491823,0.0299,0.0038,0.026099999999999998,-0.0173,-3.236356261,-3.30434568,0.0225,-2.521864439,0.568559774,0.029302983,0.03691
195607,0.005,0.007407407,0.001037045,-0.693147181,0.0299,0.005,0.024900000000000002,-0.0045,-3.261722435,-3.223310422,0.0027,-2.568575255,0.5515645927188604,0.025671522082138493,0.049227
195608,0.0052,0.007352941,0.000495576,-0.672720258,0.0313,0.0082,0.0231,0.0116,-3.304583041,-3.254344166,-0.0209,-2.631862783,0.5249029566829533,0.024753606,-0.034488
195609,0.005,-0.003649635,0.001235405,-0.652172232,0.0325,0.0065,0.026000000000000002,-0.0021,-3.258445578,-3.297253337,-0.0187,-2.606273346,0.5413911242132101,0.023811483306661402,-0.045822
195610,0.0051,0.003663004,0.000787779,-0.631503017,0.0324,0.004,0.028399999999999998,-0.0038,-3.204644605,-3.251174644,0.005,-2.573141587,0.5719095213045766,0.029361949,0.004119
195611,0.0058,0.003649635,0.00164201,-0.644953655,0.0329,0.0039,0.028999999999999998,-0.0051,-3.227983652,-3.222924805,-0.0054,-2.583029997,0.5664270084401375,0.029457322,-0.003921
195612,0.0055,0,0.001731517,-0.658729809,0.0333,0.0034,0.029900000000000003,-0.0069,-3.235579554,-3.246609889,-0.0057,-2.576849745,0.5748974152882949,0.027088458,0.033884
195701,0.0062,0.003636364,0.001020276,-0.672827178,0.0345,0.0024,0.0321,0.0097,-3.289216447,-3.254553576,-0.0179,-2.616389269,0.5441768274370833,0.026149367267363086,-0.042938
195702,0.0072,0,0.000901942,-0.673765788,0.0328,0.0017,0.0311,-0.0149,-3.248451342,-3.291132073,0.0346,-2.574685554,0.5672426746806912,0.027991993943420845,-0.027319
195703,0.008,0.003623188,0.00105604,-0.67470995,0.0328,0.0018,0.031,0.0068,-3.217184007,-3.250376415,0.0025,-2.542474056,0.584994189,0.030172846543541458,0.021527
195704,0.0077,0.003610108,0.000330298,-0.675654023,0.0331,0.0023,0.0308,0.0074,-3.238565106,-3.219107012,-0.0024,-2.562911082,0.5998188749183885,0.026599594699423877,0.044038
195705,0.0077,0.003597122,0.00030246,-0.677613866,0.0345,0.0038,0.030699999999999998,0.015600000000000001,-3.27485178,-3.238565106,-0.0222,-2.597237914,0.5760983898373655,0.027420593,0.036134
195706,0.0078,0.003584229,0.000481771,-0.679566946,0.0348,0.0042,0.030600000000000002,-0.0052,-3.311133531,-3.27485178,-0.0023,-2.631566586,0.5640385796050937,0.028848654637553393,-0.003105
195707,0.0072,0.003571429,0.000578621,-0.681519143,0.0361,0.0032,0.0329,-0.0142,-3.309867708,-3.311133531,-0.018,-2.628348566,0.5658765324166981,0.030527691,0.006747
195708,0.0074,0.007117438,0.000553868,-0.680617866,0.0365,0.0049,0.0316,-0.0069,-3.315439138,-3.304104004,-0.0041,-2.634821272,0.560056635,0.032346039764605955,-0.051498
195709,0.0072,0,0.002147248,-0.679723195,0.0367,0.003,0.0337,-0.0011,-3.251923679,-3.309708463,0.0002,-2.572200484,0.5880045421699185,0.035853989,-0.060479
195710,0.0081,0,0.00151711,-0.678840785,0.0364,0.0011,0.0353,0.0019,-3.18230614,-3.246225658,0.0076,-2.503465355,0.6241507779969319,0.034362522478884196,-0.041734
195711,0.0089,0,0.004936011,-0.663523433,0.0369,0.0011,0.0358,0.0073,-3.144054865,-3.176640403,-0.005,-2.480531432,0.645746418,0.038409716496547536,0.020902999999999998
195712,0.010099999999999998,0.003533569,0.003490079,-0.648141,0.034,0.0009,0.0331,-0.0222,-3.154367266,-3.138421047,0.0533,-2.506226266,0.6330717762909285,0.040989814,-0.039822
195801,0.012200000000000003,0,0.001251402,-0.632697125,0.0323,0.0019,0.0304,0.0378,-3.106413803,-3.14876501,0.0307,-2.473716678,0.6536757786499575,0.034873146995566345,0.042718000000000006
195802,0.012299999999999998,0.007042254,0.000784465,-0.613416808,0.033,0.0086,0.024399999999999998,0.0183,-3.152018726,-3.11014702,-0.0084,-2.538601918,0.6328607617439226,0.02989618,-0.015309
195803,0.010700000000000001,0,0.000736248,-0.593605837,0.0325,0.0172,0.015300000000000001,-0.0108,-3.134921168,-3.155760303,0.01,-2.54131533,0.6473904346244772,0.027751080185531674,0.032152
195804,0.010499999999999995,0.006993007,0.000519206,-0.573243253,0.0321,0.019099999999999995,0.013000000000000001,-0.0148,-3.169068194,-3.138682447,0.0102,-2.595824941,0.6685916375682693,0.028935347494565326,0.032711
195805,0.010699999999999994,0.003472222,0.000746762,-0.55825759,0.0311,0.019799999999999998,0.0113,-0.0023,-3.207960704,-3.176627769,0.0186,-2.649703114,0.655245031,0.027018276765353136,0.020213
195806,0.010500000000000002,0,0.000433117,-0.542815211,0.0313,0.0222,0.0091,0.003,-3.230435922,-3.215583598,0.0001,-2.687620711,0.6455586773287227,0.02286951,0.027697999999999997
195807,0.0098,0,0.000438202,-0.526881015,0.0324,0.024099999999999996,0.0083,0.0122,-3.263860243,-3.238111591,-0.016,-2.736979228,0.6246601698105315,0.021436617552809206,0.04326
195808,0.0086,0.003460208,0.000695625,-0.521175348,0.0343,0.025199999999999997,0.0091,0.012499999999999999,-3.306060597,-3.263860243,-0.0278,-2.784885249,0.5938487842700649,0.016933799247948526,0.017599
195809,0.0082,-0.003448276,0.000588962,-0.515440393,0.0371,0.020200000000000003,0.0169,0.011499999999999996,-3.317857658,-3.306060597,-0.0435,-2.802417266,0.5872638263570769,0.015090629011613248,0.048937
195810,0.0078,0,0.00051018,-0.509668886,0.038,0.013600000000000001,0.024399999999999998,0.0021,-3.365100877,-3.317857658,-0.0117,-2.855431992,0.5613711966020786,0.013983478,0.02557
195811,0.0081,0,0.000793475,-0.50697639,0.0374,0.011100000000000002,0.0263,-0.0031,-3.38630589,-3.3612528,0.0138,-2.8793295,0.5498692978903574,0.012278913274281012,0.027517
195812,0.0078,0.003460208,0.00153021,-0.504306511,0.0368,0.010100000000000001,0.026699999999999998,-0.0015,-3.404635067,-3.382478299,0.012,-2.900328556,0.535823198,0.011534943696318972,0.051912
195901,0.0077,-0.003448276,0.000712772,-0.501640714,0.0382,0.010499999999999999,0.0277,0.012300000000000002,-3.451528308,-3.400816357,-0.0181,-2.949887594,0.51177932,0.023686831610820705,0.004231
195902,0.0075,0.003460208,0.000584868,-0.522893665,0.0408,0.012600000000000004,0.0282,0.0052,-3.451520568,-3.447724125,-0.008,-2.928626903,0.5028958179001952,0.027736266061161606,0.004811
195903,0.0075,-0.003448276,0.000844733,-0.543557453,0.0402,0.013199999999999996,0.027000000000000003,0.0009,-3.447556016,-3.447736473,0.0117,-2.903998563,0.4949461474730737,0.027898847283532945,0.001152
195904,0.0072,0,0.000491508,-0.56364318,0.0403,0.012300000000000005,0.027999999999999997,-0.01,-3.444321808,-3.443780536,0.0017,-2.880678629,0.5168602815309701,0.024984389586117116,0.038054
195905,0.0063,0.003460208,0.00049255,-0.59049219,0.0414,0.011899999999999997,0.029500000000000002,-0.0055,-3.478608116,-3.440560529,-0.0117,-2.888115926,0.49859719438877753,0.024360569619933985,0.021431
195906,0.0059,0,0.000427801,-0.616448648,0.0417,0.013300000000000003,0.028399999999999998,-0.0109,-3.49361655,-3.474866538,-0.0005,-2.877167903,0.48307677969524226,0.025887234,-0.003225
195907,0.0058,0.003448276,0.00091507,-0.641559812,0.0419,0.0098,0.0321,0.0034,-3.486298182,-3.489883333,0.001,-2.844738371,0.483219391,0.026882074447754298,0.032004
195908,0.0061,0.003436426,0.000487796,-0.64077734,0.0417,0.0097,0.032,0.0029,-3.516873689,-3.482578851,0.006,-2.876096349,0.4608226647700332,0.027141372074974416,-0.012976
195909,0.0066,0,0.001069699,-0.640005595,0.0423,0.0085,0.0338,-0.0027,-3.498020618,-3.513173685,-0.0041,-2.858015023,0.4680844659171295,0.028146130720926168,-0.046282
195910,0.0066,0.003424658,0.001709845,-0.639233416,0.0429,0.0025,0.0404,-0.0031,-3.44761694,-3.494328729,-0.0057,-2.808383524,0.4923378926038501,0.030528391277140285,0.009574
195911,0.0071,0.003412969,0.000618183,-0.631661238,0.0421,0.0016,0.0405,0.0015,-3.455127559,-3.443938631,0.015,-2.823466321,0.48097742035261365,0.031020180544657373,0.015885999999999997
195912,0.007,0,0.000499693,-0.624089864,0.0432,0.0017,0.0415,0.0254,-3.464594482,-3.451468214,-0.0119,-2.840504617,0.47179829485117875,0.02972238,0.026227
196001,0.007,0,0.000307544,-0.616513955,0.0447,-0.0002,0.0449,0.0063,-3.488193579,-3.460943014,-0.0159,-2.871679625,0.45778379651436646,0.022856304098949398,-0.073233
196002,0.0073,-0.003401361,0.000919418,-0.596673827,0.0441,0.0006,0.0435,-0.0005,-3.394206946,-3.468353451,0.0112,-2.79753312,0.499502104,0.022116167472267467,0.011022
196003,0.0078,0.003412969,0.001150246,-0.577224938,0.0429,0.0033,0.039599999999999996,-0.0076,-3.383887272,-3.374758058,0.0204,-2.806662334,0.49355678283501553,0.024037494,-0.016066
196004,0.0076,0,0.000969146,-0.558141948,0.0411,0.008,0.0331,-0.0091,-3.350808001,-3.364804282,0.0282,-2.792666053,0.5497980830049141,0.025593410038608932,-0.018013
196005,0.0075,0.003401361,0.000645166,-0.543562825,0.0426,0.010299999999999997,0.0323,0.0148,-3.331409535,-3.349092978,-0.017,-2.78784671,0.5634036895462855,0.025577133316052773,0.030813
196006,0.0082,0,0.000423559,-0.52881083,0.0417,0.0088,0.0329,-0.0173,-3.356191139,-3.329692311,0.0152,-2.827380309,0.5419664268585132,0.024414375,0.019402
196007,0.0081,0.003389831,0.000498948,-0.513897823,0.0407,0.0161,0.0246,-0.0032,-3.373817401,-3.354481987,0.0173,-2.859919578,0.5291748618525803,0.024269926304970404,-0.024248
196008,0.0081,0,0.00097782,-0.514918774,0.0382,0.015199999999999998,0.023,-0.0111,-3.348733812,-3.373817401,0.0368,-2.833815038,0.549673277,0.025778486814854926,0.029767000000000002
196009,0.008,0,0.000636967,-0.515941745,0.039,0.016,0.023,0.0184,-3.374519895,-3.348733812,-0.0067,-2.85857815,0.541542197,0.025195535096172984,-0.060313
196010,0.0076,0,0.001771622,-0.516960612,0.0387,0.0139,0.0248,-0.0138,-3.312226043,-3.374519895,0.0075,-2.795265431,0.5843417106215741,0.028312466953847915,-0.003279
196011,0.0081,0.006756757,0.001048715,-0.516960612,0.0391,0.016100000000000003,0.023,0.0036,-3.30979409,-3.312226043,-0.0028,-2.792833478,0.5841202012543938,0.027823797811665645,0.044780999999999994
196012,0.0077,0,0.000668674,-0.516960612,0.0399,0.016199999999999996,0.023700000000000002,-0.0004,-3.349274109,-3.30979409,-0.0066,-2.832313497,0.5676300190884431,0.026034213,0.047239
196101,0.0075,0,0.000450306,-0.516960612,0.038,0.0155,0.0225,-0.0175,-3.394508394,-3.349274109,0.0279,-2.877547781,0.5504229651398789,0.022761361,0.06242
196102,0.0078,0,0.000741124,-0.500150717,0.0404,0.017999999999999995,0.022400000000000003,0.025500000000000002,-3.457459467,-3.396217546,-0.0107,-2.95730875,0.5229867324899722,0.021815336084963794,0.031438
196103,0.008,0,0.000547459,-0.482999456,0.0392,0.015,0.0242,0.001,-3.485691581,-3.459176691,0.02,-3.002692124,0.5120227162880618,0.019419904253929303,0.027345
196104,0.008,0,0.000414941,-0.465483118,0.0397,0.015799999999999998,0.0239,0.0008,-3.512621948,-3.487406604,-0.0037,-3.04713883,0.5466798693525264,0.022737590536724583,0.002837
196105,0.0076,0,0.001009209,-0.458989589,0.0391,0.016200000000000003,0.0229,-0.0231,-3.516457191,-3.512621948,0.0115,-3.057467602,0.5450044938191568,0.023259249957812013,0.021753
196106,0.0074,0,0.000404343,-0.452453618,0.0397,0.0168,0.0229,0.0095,-3.535415823,-3.516457191,-0.0046,-3.082962206,0.5309162934894935,0.022465655357862314,-0.028673
196107,0.007,0,0.000548907,-0.445874646,0.0404,0.017099999999999997,0.0233,-0.0005,-3.506145441,-3.535415823,-0.0075,-3.060270795,0.5408211006491607,0.022482125766926812,0.031994999999999996
196108,0.0068,0.006711409,0.000628374,-0.4446413,0.0404,0.017999999999999995,0.022400000000000003,0.0005,-3.534983878,-3.502713194,0.0035,-3.090342578,0.5244056310872308,0.025179628,0.023329999999999997
196109,0.0066,-0.003333333,0.000406215,-0.443416702,0.041,0.0171,0.0239,0.002,-3.551000979,-3.53156849,-0.0038,-3.107584277,0.5137928160680056,0.025425910160150417,-0.020374
196110,0.0067,0.003344482,0.0008225,-0.442197117,0.0403,0.017500000000000005,0.022799999999999997,0.0015,-3.527710154,-3.547592114,0.0129,-3.085513036,0.5275167210963905,0.024963386856248895,0.026275
196111,0.0071,0,0.000267509,-0.447230496,0.04,0.017,0.023,0.0056,-3.545487193,-3.517557782,0.0071,-3.098256697,0.5254858506648483,0.025835908945154994,0.043726
196112,0.0072,0,0.00036039,-0.452135567,0.0404,0.0156,0.0248,0.0048,-3.574029612,-3.535436857,-0.002,-3.121894045,0.512610865,0.025570612919183385,0.002796
196201,0.0068,0,0.000336902,-0.456923405,0.0415,0.0155,0.026000000000000002,0.0099,-3.567298995,-3.564079282,-0.0125,-3.110375589,0.5059222583910058,0.022324287879189435,-0.039756
196202,0.0066,0,0.000811531,-0.472260944,0.0419,0.014699999999999998,0.027200000000000002,0.0094,-3.525390919,-3.564002454,-0.0014,-3.053129975,0.5284285714285714,0.024721355291770126,0.018591999999999997
196203,0.0065,0.003333333,0.000265097,-0.487273346,0.0414,0.014099999999999998,0.0273,-0.0051,-3.538248807,-3.522110128,0.0103,-3.050975461,0.522420733,0.028783380858435216,-0.005842
196204,0.0065,0,0.000279492,-0.501962937,0.0398,0.0126,0.027200000000000002,-0.0102,-3.529096111,-3.534973842,0.0253,-3.027133174,0.5457245915552726,0.024075304,-0.063943
196205,0.0069,0.003322259,0.001019691,-0.508540282,0.0394,0.012099999999999996,0.0273,0.006,-3.461858696,-3.525831836,0.0082,-2.953318414,0.5798626245622472,0.025152092394211456,-0.082247
196206,0.0072,0,0.010914839126000001,-0.515040114,0.0393,0.012400000000000001,0.0269,-0.0046,-3.368695938,-3.458609912,0.0046,-2.853655824,0.6289943915481936,0.027722355150467965,-0.082669
196207,0.0074,0,0.00616113,-0.521448611,0.0401,0.012799999999999995,0.0273,0.005,-3.280071386,-3.36545282,-0.0076,-2.758622775,0.6873574686431015,0.026455441828352792,0.062503
196208,0.0071,0.003311258,0.00184349,-0.52396312,0.0412,0.012,0.0292,0.0094,-3.33846207,-3.276838752,-0.0109,-2.81449895,0.6452260298028198,0.030485904,0.019369
196209,0.0071,0,0.000801947,-0.526460027,0.0401,0.011899999999999997,0.0282,-0.0044,-3.350413266,-3.335244675,0.0187,-2.823953239,0.6333103516202109,0.029328751,-0.050916
196210,0.0071,0.00330033,0.001176997,-0.528929977,0.0398,0.012000000000000004,0.0278,0.0028,-3.29779364,-3.347201383,0.0061,-2.768863662,0.666344261,0.030601614,0.005813
196211,0.0071,0,0.003452185,-0.534081828,0.0395,0.0121,0.0274,-0.0016,-3.294244186,-3.289811162,0.0084,-2.760162358,0.6541533140037642,0.028094503930836852,0.106268
